LABELS;S_1;S_3;C_3;C_1;S_2;S_4;S_0;C_2;C_4;C_0
JOB ID;1;3;3;1;2;4;0;2;4;0
EVENT TYPE;0;0;1;1;0;0;0;1;1;1
TIME;0.42;0.9900000000000004;2.4772112211221105;3.467709655580943;4.67;4.88;6.881263579188105;6.881263579188108;7.160060882800604;8.744331510577469
RESOURCE JOB 0;0.0;0.0;0.0;0.0;0.0;0.0;10.276468611156666;0.0;79.21353138884334;0.0
RESOURCE JOB 1;22.23000000000002;2.2605610561055016;38.62943894389447;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RESOURCE JOB 2;0.0;0.0;0.0;0.0;7.345800000000111;70.00419999999988;0.0;0.0;0.0;0.0
RESOURCE JOB 3;0.0;72.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RESOURCE JOB 4;0.0;0.0;0.0;0.0;0.0;26.296603430531704;3.663396569468297;0.0;0.0;0.0
