LABELS;S_3;S_1;C_3;S_4;C_1;S_2;C_4;S_0;C_2;C_0
JOB ID;3;1;3;4;1;2;4;0;2;0
EVENT TYPE;0;0;1;0;1;0;1;0;1;1
TIME;0.0;1.24;2.4919191919191923;2.4919191919191923;3.348309554868041;3.348309554868041;5.253035471382519;5.619999999999999;6.672491851540724;8.581542301738116
RESOURCE JOB 0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.860123015464524;48.69987698453548;0.0
RESOURCE JOB 1;0.0;50.20195959595961;37.998040404040395;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RESOURCE JOB 2;0.0;0.0;0.0;0.0;0.0;42.227773569125986;10.377756869302317;29.7644695615717;0.0;0.0
RESOURCE JOB 3;12.276;12.39400000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RESOURCE JOB 4;0.0;0.0;4.821477743402056;0.0;0.0;53.00852225659794;0.0;0.0;0.0;0.0
