LABELS;S_3;S_0;S_1;S_4;S_2;C_0;C_3;C_2;C_4;C_1
JOB ID;3;0;1;4;2;0;3;2;4;1
EVENT TYPE;0;0;0;0;0;1;1;1;1;1
TIME;0.0;0.16;0.43;1.0099999999999985;1.13;1.912126114913918;2.3887814313346225;2.5172302689920176;2.5302205882352924;3.1643991748323868
RESOURCE JOB 0;0.0;13.016700000460927;27.961799999999926;5.785200000000059;37.706299999539084;0.0;0.0;0.0;0.0;0.0
RESOURCE JOB 1;0.0;0.0;11.246199999999972;2.3268000000000573;15.165425368180841;9.242346585397463;2.4906229621769174;0.2518822901270994;12.296722794117656;0.0
RESOURCE JOB 2;0.0;0.0;0.0;0.0;26.459326467537885;16.125249354512434;4.345424177949681;0.0;0.0;0.0
RESOURCE JOB 3;6.6176;11.167200000000001;23.988799999999937;4.963200000000043;32.34873611283968;19.714463887160335;0.0;0.0;0.0;0.0
RESOURCE JOB 4;0.0;0.0;0.0;1.305600000000016;8.509532130263407;5.186009842657263;1.3975233537124616;0.14133467336685102;0.0;0.0
