LABELS;S_1;S_2;S_3;C_1;S_0;S_4;C_3;C_4;C_2;C_0
JOB ID;1;2;3;1;0;4;3;4;2;0
EVENT TYPE;0;0;0;1;0;0;1;1;1;1
TIME;0.0;0.0;0.03999999999999959;1.1477521929824548;1.5000000000000002;1.54;2.2136089996959556;2.6779288368538388;3.7823691460055096;5.426347009391993
RESOURCE JOB 0;0.0;0.0;0.0;0.0;0.809199999999997;13.627110063849166;9.393190305703975;22.342827454138302;33.25767217630856;0.0
RESOURCE JOB 1;0.0;1.4592000000000311;40.410799999999966;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RESOURCE JOB 2;0.0;0.14519999999999852;4.021140460526314;1.2786595394736928;0.14519999999999764;2.4452006688963124;1.6854810088831194;4.009118322220566;0.0;0.0
RESOURCE JOB 3;0.0;0.0;36.43396962719295;11.585430372807068;1.3155999999999963;22.154999999999973;0.0;0.0;0.0;0.0
RESOURCE JOB 4;0.0;0.0;0.0;0.0;0.0;29.133589236850057;24.05641076314994;0.0;0.0;0.0
